tier,session,h,block,n,vol,w_eff,w_real,w_impact
top100,midday,30s,176,28596,2838395.0,27477353.620887604,-6037175.916655497,33514529.5375431
top100,midday,30s,177,28263,2894160.0,28674611.423312567,-10816067.267566463,39490678.69087902
top100,midday,30s,178,27995,2660670.0,20769120.38676268,-5937372.776533004,26706493.163295686
top100,midday,30s,179,30141,3071850.0,36625655.88904269,-10103147.145763531,46728803.03480621
top100,midday,30s,180,31902,3459388.0,45277323.617972225,-41278933.687886186,86556257.30585839
top100,midday,30s,181,31049,3473641.0,27166325.209310044,-18261965.995088644,45428291.204398684
top100,midday,30s,182,33649,3579059.0,29734540.142436065,-38686220.80231002,68420760.94474618
top100,midday,30s,183,35374,3560560.0,45570494.90077577,-55444105.3265943,101014600.22737005
top100,midday,30s,184,34098,3359944.0,31914554.47588521,-43598035.45183709,75512589.9277223
top100,midday,30s,185,36427,3930250.0,35143837.09840668,1692883.9040658514,33450953.194340825
top100,midday,5s,120,82013,10100293.0,211102154.88668224,14374263.977024876,196727890.9096573
top100,midday,5s,121,90526,9784297.0,168297527.51066154,-50576301.57964553,218873829.09030658
top100,midday,5s,122,79713,9164284.0,138311555.33389914,-13049995.55898792,151361550.8928869
top100,midday,5s,123,65478,7367008.0,79050467.44347161,-27828826.051779274,106879293.49525084
top100,midday,5s,124,70625,7245936.0,110697643.07480292,-55171761.37932196,165869404.45412475
top100,midday,5s,125,79691,7962757.0,96404548.50149572,-54989774.31866578,151394322.82016155
top100,midday,5s,126,63510,6958919.0,118477561.47909142,-54180811.49596208,172658372.97505334
top100,midday,5s,127,57869,6361200.0,71839943.4554669,-45966458.00848908,117806401.46395598
top100,midday,5s,128,59193,6209947.0,109537692.39117031,-42256116.45918198,151793808.85035217
top100,midday,5s,129,50795,5305998.0,84807394.44105726,-27613098.621514257,112420493.06257153
top100,midday,5s,130,51703,5828480.0,76575570.11399975,-68973784.01624134,145549354.13024116
top100,midday,5s,131,58043,6228435.0,57149450.50974774,-49829537.284017466,106978987.79376523
top100,midday,5s,132,55827,6346206.0,65328382.758640215,-50408091.78675454,115736474.5453948
top100,midday,5s,133,47791,5469221.0,66234575.73117999,-28083256.227116033,94317831.95829597
top100,midday,5s,134,46872,5318201.0,68529187.04822606,-75706054.64985746,144235241.6980833
top100,midday,5s,135,42627,4831495.0,88043723.9230173,3722152.4873767896,84321571.43564051
top100,midday,5s,136,47908,6182797.0,111651785.97228049,-58976532.70548376,170628318.67776427
top100,midday,5s,137,47381,5635844.0,160386796.35400528,24801900.776873633,135584895.57713184
top100,midday,5s,138,41356,5185456.0,112818354.67221192,-66501676.53152499,179320031.20373657
top100,midday,5s,139,37190,4030921.0,54206505.07582912,-22488852.367419552,76695357.4432487
top100,midday,5s,140,33827,3571066.0,61216622.06027016,-41567505.54149159,102784127.60176155
top100,midday,5s,141,32680,3621157.0,57030006.92851237,-10888530.292481164,67918537.22099373
top100,midday,5s,142,38020,4253276.0,54175067.90546265,-16516610.544078287,70691678.4495409
top100,midday,5s,143,35223,3951554.0,72119551.15562175,-17150016.317643445,89269567.47326523
top100,midday,5s,144,51682,5732342.0,76704644.52693301,-1640175.431074938,78344819.95800802
top100,midday,5s,145,35007,4223982.0,59661158.544358775,-132953849.36185938,192615007.90621823
top100,midday,5s,146,36565,3554878.0,55280152.19219128,12281891.118193729,42998261.07399761
top100,midday,5s,147,33143,3690991.0,69595380.73556276,-83750854.61685322,153346235.3524162
top100,midday,5s,148,35321,3394585.0,26722856.928757153,-15417724.768051527,42140581.69680867
top100,midday,5s,149,39734,4581954.0,110031972.55925794,35170498.30060789,74861474.25865003
top100,midday,5s,150,33230,3776149.0,43846342.002463564,-43304058.28246896,87150400.28493255
top100,midday,5s,151,30100,4744737.0,47485055.323453,-13302371.576757727,60787426.90021072
top100,midday,5s,152,30407,4263091.0,58920666.70829854,7503389.4648441505,51417277.24345422
top100,midday,5s,153,28568,3281979.0,57138426.87158569,-296249.79079401155,57434676.66237987
top100,midday,5s,154,30110,3892156.0,97816222.23215497,654539.4160901422,97161682.81606513
top100,midday,5s,155,86517,9514726.0,84264336.28017327,-44598281.04545368,128862617.32562669
top100,midday,5s,156,60295,6217169.0,54014312.9958233,-32680809.039352514,86695122.03517583
top100,midday,5s,157,46964,5061936.0,74481422.53369062,-22868852.619958017,97350275.15364863
top100,midday,5s,158,45345,5040890.0,65589825.843903765,-20389674.97119378,85979500.8150976
top100,midday,5s,159,38890,4646284.0,85903953.04333487,27519550.197437715,58384402.845897086
top100,midday,5s,160,35228,3817291.0,59281479.804248,23605105.4384852,35676374.3657628
top100,midday,5s,161,37695,4796537.0,67704146.34375316,-32612647.474352904,100316793.81810611
top100,midday,5s,162,45173,5510578.0,73406431.03916894,-4608208.365515385,78014639.40468429
top100,midday,5s,163,33848,3936522.0,55093208.70190109,-22772972.876732938,77866181.578634
top100,midday,5s,164,30367,3190007.0,43935808.482622996,-31053070.056970168,74988878.5395932
top100,midday,5s,165,29962,4048644.0,284931309.3212301,50898368.6076246,234032940.71360555
top100,midday,5s,166,29721,2979757.0,40631514.72073072,-28457487.915676463,69089002.63640758
top100,midday,5s,167,46384,4912035.0,65770771.91813718,11535252.194994945,54235519.72314219
top100,midday,5s,168,37376,4968999.0,140053324.30738613,-243716613.43309426,383769937.7404804
top100,midday,5s,169,32050,4234349.0,70033512.74885225,-30291439.715659082,100324952.46451133
top100,midday,5s,170,30459,3211805.0,34655166.46680509,-16477668.489322262,51132834.95612735
top100,midday,5s,171,31021,3270540.0,29862877.95267791,-12243963.049248476,42106841.001926385
top100,midday,5s,172,29169,3541394.0,53768244.87557383,-4262381.233155472,58030626.108729325
top100,midday,5s,173,28367,2987515.0,26979348.67078809,-32476318.641275574,59455667.31206365
top100,midday,5s,174,31250,3113275.0,25094111.444277026,-15817590.03501413,40911701.47929116
top100,midday,5s,175,30284,3326954.0,39879758.197837055,-26950370.21795359,66830128.41579065
top100,midday,5s,176,28596,2838395.0,27477353.62088761,-14434583.548013622,41911937.16890122
top100,midday,5s,177,28263,2894160.0,28674611.42331257,-12707237.524627104,41381848.94793967
top100,midday,5s,178,27995,2660670.0,20769120.38676268,-8928910.813041108,29698031.199803792
top100,midday,5s,179,30141,3071850.0,36625655.88904268,-13165776.125212893,49791432.014255576
top100,midday,5s,180,31902,3459388.0,45277323.617972225,-7971868.411418096,53249192.029390335
top100,midday,5s,181,31049,3473641.0,27166325.209310044,-25942566.040606987,53108891.24991702
top100,midday,5s,182,33649,3579059.0,29734540.14243607,-46753844.276483566,76488384.41891971
top100,midday,5s,183,35374,3560560.0,45570494.90077577,-40474318.32497377,86044813.22574954
top100,midday,5s,184,34098,3359944.0,31914554.4758852,-31161492.948943622,63076047.42482882
top100,midday,5s,185,36427,3930250.0,35143837.09840668,-3060237.777882971,38204074.87628965
top100,open,1s,114,181679,24802320.0,626939370.1115108,-12773018.000366947,639712388.1118776
top100,open,1s,115,129888,15181009.0,426441880.4467633,-32199762.617261525,458641643.0640247
top100,open,1s,116,122955,13865956.0,242700775.25609362,-50361420.977923155,293062196.2340169
top100,open,1s,117,104716,12041792.0,195426782.28315958,-107920313.39166434,303347095.6748238
top100,open,1s,118,90298,9674304.0,120277018.091114,-93397318.80004202,213674336.89115605
top100,open,1s,119,80809,8667450.0,138134328.79321247,-14686040.073263682,152820368.8664762
top100,open,30s,114,181679,24802320.0,626939370.1115108,-379250135.68074274,1006189505.7922565
top100,open,30s,115,129888,15181009.0,426441880.4467632,-91522916.20644593,517964796.6532101
top100,open,30s,116,122955,13865956.0,242700775.2560937,28404978.402551904,214295796.8535422
top100,open,30s,117,104716,12041792.0,195426782.28315952,-89122367.75331564,284549150.0364749
top100,open,30s,118,90298,9674304.0,120277018.091114,-66726816.41189819,187003834.50301194
top100,open,30s,119,80809,8667450.0,138134328.79321247,12719820.592335887,125414508.20087658
top100,open,5s,114,181679,24802320.0,626939370.1115106,-321273809.4847748,948213179.5962838
top100,open,5s,115,129888,15181009.0,426441880.4467632,-162559356.91087583,589001237.3576385
top100,open,5s,116,122955,13865956.0,242700775.2560937,-69409272.50528537,312110047.76137924
top100,open,5s,117,104716,12041792.0,195426782.28315952,-144788373.59418657,340215155.87734574
top100,open,5s,118,90298,9674304.0,120277018.091114,-102578632.95757096,222855651.04868495
top100,open,5s,119,80809,8667450.0,138134328.79321247,-37024020.34718341,175158349.14039606
