tier,session,h,block,n,vol,w_eff,w_real,w_impact
rest,midday,1s,169,22278,1335867.0,34616352.05675739,-2304113.0257961545,36920465.08255354
rest,midday,1s,170,22383,1286999.0,26866142.954064295,-4237277.256280089,31103420.210344378
rest,midday,1s,171,22411,1324246.0,36513987.144260064,552340.1417435952,35961647.00251646
rest,midday,1s,172,25487,1505766.0,35119707.66080194,-2885467.1280698082,38005174.78887175
rest,midday,1s,173,25820,1637168.0,108147130.2022948,67296489.65086256,40850640.5514323
rest,midday,1s,174,25927,1550364.0,39915066.607329875,-5595963.3992945105,45511030.006624386
rest,midday,1s,175,23536,1397651.0,42472059.85356797,-3054374.4669929277,45526434.3205609
rest,midday,1s,176,27844,1603133.0,33883504.36017719,2569020.74230827,31314483.617868923
rest,midday,1s,177,25837,1478720.0,33182793.73795114,4233311.851238005,28949481.886713136
rest,midday,1s,178,24427,1394994.0,38076568.47445229,4046097.6951600825,34030470.77929221
rest,midday,1s,179,29330,1649181.0,31319332.736637563,-1259340.8702317083,32578673.60686927
rest,midday,1s,180,33484,1953305.0,39839379.69646127,-527320.802146181,40366700.49860745
rest,midday,1s,181,28354,1650407.0,41002236.80914982,-3456992.3117027874,44459229.1208526
rest,midday,1s,182,27913,1626135.0,39765272.39091694,2592171.8034965834,37173100.58742036
rest,midday,1s,183,35869,2089787.0,42053398.61035544,-2016051.8280097486,44069450.438365184
rest,midday,1s,184,35918,2156607.0,53143120.30124859,2931889.38916229,50211230.91208629
rest,midday,1s,185,34793,2064097.0,51223301.75163112,-3338233.2712510712,54561535.02288219
rest,midday,30s,120,30222,2134804.0,104630574.75494076,28547858.594429623,76082716.16051121
rest,midday,30s,121,26860,1951787.0,84739532.40861154,6417176.123401035,78322356.2852105
rest,midday,30s,122,38082,2989773.0,76126625.58903337,-4576121.165778545,80702746.75481191
rest,midday,30s,123,27193,2103431.0,91140885.33007331,15069734.936517186,76071150.39355615
rest,midday,30s,124,26258,1997114.0,103184607.25654736,1210772.5374999363,101973834.71904747
rest,midday,30s,125,26142,1848618.0,350551085.59329855,254298528.0643244,96252557.52897482
rest,midday,30s,126,27596,1917664.0,59993413.496163405,-10390610.130661726,70384023.62682514
rest,midday,30s,127,27631,1939297.0,76004624.61226326,6755534.713109706,69249089.89915355
rest,midday,30s,128,25629,1863514.0,77096099.58518562,-11589691.51953431,88685791.10471995
rest,midday,30s,129,22836,1536768.0,60805017.484397925,9694773.290978378,51110244.19341955
rest,midday,30s,130,25161,1763385.0,84822656.33848716,5683078.992035681,79139577.34645148
rest,midday,30s,131,25917,1820887.0,73718250.68301344,-88357314.76065415,162075565.44366774
rest,midday,30s,132,28875,1954085.0,50340801.81670758,-3197515.0651315195,53538316.8818391
rest,midday,30s,133,26164,1704316.0,60177604.090033166,2129360.846990368,58048243.2430428
rest,midday,30s,134,27945,1902809.0,70737545.6998744,13573819.308108684,57163726.39176571
rest,midday,30s,135,26479,1716079.0,59934318.70937726,-20323973.79539381,80258292.50477107
rest,midday,30s,136,25009,1645037.0,48616021.596619666,-9171414.74640789,57787436.34302755
rest,midday,30s,137,24764,1681486.0,60388445.333539985,-9710963.648773087,70099408.98231307
rest,midday,30s,138,24853,1614498.0,40281585.99028188,-15143609.42600108,55425195.41628297
rest,midday,30s,139,22212,1526137.0,57774582.153667904,-3097630.956168531,60872213.10983644
rest,midday,30s,140,26867,1732116.0,56158100.1754158,-10836189.12197277,66994289.29738855
rest,midday,30s,141,21482,1396373.0,58689774.35987265,6001925.36494852,52687848.99492413
rest,midday,30s,142,21638,1317442.0,33898073.812685736,-10761901.030891165,44659974.8435769
rest,midday,30s,143,21659,1354254.0,51709563.3142614,575699.0558804355,51133864.25838097
rest,midday,30s,144,23296,1337958.0,42449442.55022516,-11875704.019119468,54325146.569344625
rest,midday,30s,145,24892,1530620.0,38096272.8742099,-13344886.366394907,51441159.24060482
rest,midday,30s,146,22643,1352287.0,34867826.78433022,-4965439.49249702,39833266.27682723
rest,midday,30s,147,26490,1549609.0,37834529.439623676,-7363077.331243617,45197606.770867296
rest,midday,30s,148,21182,1299493.0,38019264.18102402,-2472914.241812796,40492178.42283682
rest,midday,30s,149,23477,1433023.0,47785991.01018419,2371157.115726992,45414833.8944572
rest,midday,30s,150,26775,1546544.0,38711265.603370234,-716966.4400349706,39428232.04340521
rest,midday,30s,151,21207,1244782.0,32929005.54521522,-8310483.7699442115,41239489.31515943
rest,midday,30s,152,21154,1291713.0,44141133.41748868,13213809.729933323,30927323.68755535
rest,midday,30s,153,21248,1248201.0,35428210.35704591,-4572199.8152082395,40000410.17225415
rest,midday,30s,154,21847,1218889.0,29732055.635908082,-3720510.3798416606,33452566.015749745
rest,midday,30s,155,22285,1334620.0,59821718.36511369,-25607481.56510761,85429199.9302213
rest,midday,30s,156,24002,1416982.0,28419305.545949206,-8348832.50921617,36768138.05516537
rest,midday,30s,157,20982,1267800.0,29874470.38690692,-10871974.014283529,40746444.40119044
rest,midday,30s,158,19663,1149300.0,35353872.032144606,-3498340.0712664034,38852212.103411004
rest,midday,30s,159,22449,1325858.0,37857287.33674547,-1611303.676806201,39468591.013551675
rest,midday,30s,160,22528,1346355.0,32673989.477951135,-520604.3619739717,33194593.83992511
rest,midday,30s,161,22752,1397144.0,40452186.84360319,-15113815.46236722,55566002.30597041
rest,midday,30s,162,22855,1327210.0,37018396.727218434,-56444676.356966585,93463073.08418499
rest,midday,30s,163,23335,1279492.0,26760498.93956147,-5109480.7536671115,31869979.693228584
rest,midday,30s,164,20961,1143525.0,26272983.021254927,-4160881.8792240336,30433864.900478963
rest,midday,30s,165,23621,1373186.0,33633151.22887282,-6375028.006158177,40008179.235030994
rest,midday,30s,166,21574,1203121.0,22630165.296735458,-2586544.2765695644,25216709.573305022
rest,midday,30s,167,23002,1377685.0,38617109.46972346,-5099871.241916263,43716980.711639725
rest,midday,30s,168,28984,1689351.0,32752716.23336989,-10424316.073919756,43177032.30728965
rest,midday,30s,169,22278,1335867.0,34616352.05675739,-6016560.595306299,40632912.6520637
rest,midday,30s,170,22383,1286999.0,26866142.954064295,-7108190.335973306,33974333.290037595
rest,midday,30s,171,22411,1324246.0,36513987.144260064,-6454108.228966659,42968095.37322672
rest,midday,30s,172,25487,1505766.0,35119707.66080194,-737292.7489707277,35857000.40977267
rest,midday,30s,173,25820,1637168.0,108147130.20229486,62324761.8312222,45822368.37107265
rest,midday,30s,174,25927,1550364.0,39915066.607329875,-6728901.288058265,46643967.89538814
rest,midday,30s,175,23536,1397651.0,42472059.85356798,-8663691.298945598,51135751.15251355
rest,midday,30s,176,27844,1603133.0,33883504.36017718,-873035.8451362217,34756540.20531342
rest,midday,30s,177,25837,1478720.0,33182793.73795114,1379568.5602094939,31803225.177741647
rest,midday,30s,178,24427,1394994.0,38076568.47445228,1227184.468861641,36849384.005590655
rest,midday,30s,179,29330,1649181.0,31319332.736637563,-4191234.479365865,35510567.216003425
rest,midday,30s,180,33484,1953305.0,39839379.69646127,-6902760.269078805,46742139.965540074
rest,midday,30s,181,28354,1650407.0,41002236.80914982,-5116624.933589223,46118861.74273904
rest,midday,30s,182,27913,1626135.0,39765272.39091694,-6569673.148729259,46334945.5396462
rest,midday,30s,183,35869,2089787.0,42053398.610355444,-9108659.277831938,51162057.88818738
rest,midday,30s,184,35918,2156607.0,53143120.30124858,-13709956.536748875,66853076.83799747
rest,midday,30s,185,34793,2064097.0,51223301.75163114,-12584409.313193776,63807711.06482492
rest,midday,5s,120,30222,2134804.0,104630574.75494082,35207176.68176914,69423398.07317169
rest,midday,5s,121,26860,1951787.0,84739532.40861154,-8457393.41304067,93196925.82165222
rest,midday,5s,122,38082,2989773.0,76126625.58903335,-8844268.681866087,84970894.27089946
rest,midday,5s,123,27193,2103431.0,91140885.33007333,15541046.223527348,75599839.10654595
rest,midday,5s,124,26258,1997114.0,103184607.25654735,6222285.6186417,96962321.63790569
rest,midday,5s,125,26142,1848618.0,350551085.59329903,252368755.98627725,98182329.60702173
rest,midday,5s,126,27596,1917664.0,59993413.49616341,-6532996.9414117,66526410.43757512
rest,midday,5s,127,27631,1939297.0,76004624.61226325,7675342.389027686,68329282.22323556
rest,midday,5s,128,25629,1863514.0,77096099.58518563,-6672862.647137679,83768962.2323233
rest,midday,5s,129,22836,1536768.0,60805017.484397925,13589619.545939138,47215397.93845879
rest,midday,5s,130,25161,1763385.0,84822656.33848716,9558679.39057791,75263976.94790928
rest,midday,5s,131,25917,1820887.0,73718250.68301344,-59315105.030824415,133033355.71383794
rest,midday,5s,132,28875,1954085.0,50340801.816707574,-5312149.271439692,55652951.08814726
rest,midday,5s,133,26164,1704316.0,60177604.090033166,872783.2265717845,59304820.86346138
rest,midday,5s,134,27945,1902809.0,70737545.6998744,17163390.48383126,53574155.21604315
rest,midday,5s,135,26479,1716079.0,59934318.709377274,-16999006.846987464,76933325.55636472
rest,midday,5s,136,25009,1645037.0,48616021.59661966,-8771826.235593483,57387847.83221314
rest,midday,5s,137,24764,1681486.0,60388445.33353999,-6308334.995415477,66696780.328955464
rest,midday,5s,138,24853,1614498.0,40281585.99028187,-11229193.388006048,51510779.37828793
rest,midday,5s,139,22212,1526137.0,57774582.15366788,2611436.263016319,55163145.890651576
rest,midday,5s,140,26867,1732116.0,56158100.17541579,-20921119.062150594,77079219.23756638
rest,midday,5s,141,21482,1396373.0,58689774.359872654,7898093.508318274,50791680.851554364
rest,midday,5s,142,21638,1317442.0,33898073.812685736,-10227460.917825317,44125534.73051105
rest,midday,5s,143,21659,1354254.0,51709563.3142614,2568319.3603446423,49141243.953916766
rest,midday,5s,144,23296,1337958.0,42449442.55022517,10501725.458294164,31947717.091930997
rest,midday,5s,145,24892,1530620.0,38096272.87420991,-12002459.732996942,50098732.60720685
rest,midday,5s,146,22643,1352287.0,34867826.78433022,-1883311.0109625815,36751137.795292795
rest,midday,5s,147,26490,1549609.0,37834529.439623676,-7351808.8252869565,45186338.26491063
rest,midday,5s,148,21182,1299493.0,38019264.18102402,547545.4073475543,37471718.77367647
rest,midday,5s,149,23477,1433023.0,47785991.01018419,4402845.009823104,43383146.00036109
rest,midday,5s,150,26775,1546544.0,38711265.60337024,-1184299.220919232,39895564.82428947
rest,midday,5s,151,21207,1244782.0,32929005.545215223,-6246589.299598474,39175594.84481369
rest,midday,5s,152,21154,1291713.0,44141133.41748869,15434933.297052938,28706200.120435733
rest,midday,5s,153,21248,1248201.0,35428210.35704592,-2181561.5689805695,37609771.926026486
rest,midday,5s,154,21847,1218889.0,29732055.635908082,-2131232.228695857,31863287.864603937
rest,midday,5s,155,22285,1334620.0,59821718.36511369,-26657585.98699449,86479304.35210818
rest,midday,5s,156,24002,1416982.0,28419305.545949206,-6133133.122605102,34552438.66855431
rest,midday,5s,157,20982,1267800.0,29874470.38690692,-5555383.425715669,35429853.812622584
rest,midday,5s,158,19663,1149300.0,35353872.032144606,30750.542097209196,35323121.490047395
rest,midday,5s,159,22449,1325858.0,37857287.33674547,3522204.813311982,34335082.52343349
rest,midday,5s,160,22528,1346355.0,32673989.477951135,1637503.8847611311,31036485.593190003
rest,midday,5s,161,22752,1397144.0,40452186.84360319,-10037646.488441058,50489833.332044244
rest,midday,5s,162,22855,1327210.0,37018396.727218434,-53033771.111591995,90052167.83881043
rest,midday,5s,163,23335,1279492.0,26760498.93956147,-2238072.412911295,28998571.35247277
rest,midday,5s,164,20961,1143525.0,26272983.021254927,-3189239.4244201216,29462222.44567505
rest,midday,5s,165,23621,1373186.0,33633151.22887282,361995.8803350469,33271155.348537773
rest,midday,5s,166,21574,1203121.0,22630165.296735458,-2153261.9694630527,24783427.266198512
rest,midday,5s,167,23002,1377685.0,38617109.46972346,-2680939.7423623223,41298049.21208579
rest,midday,5s,168,28984,1689351.0,32752716.233369887,-7348076.721831868,40100792.95520176
rest,midday,5s,169,22278,1335867.0,34616352.05675739,-3849268.0285312864,38465620.08528868
rest,midday,5s,170,22383,1286999.0,26866142.954064295,-5063485.338700023,31929628.292764317
rest,midday,5s,171,22411,1324246.0,36513987.144260064,-1396376.9531734954,37910364.09743355
rest,midday,5s,172,25487,1505766.0,35119707.66080194,-3132510.5019282084,38252218.16273015
rest,midday,5s,173,25820,1637168.0,108147130.2022948,66692518.671827205,41454611.530467644
rest,midday,5s,174,25927,1550364.0,39915066.60732988,-6536622.0099691935,46451688.61729907
rest,midday,5s,175,23536,1397651.0,42472059.85356798,-3129527.807482996,45601587.66105096
rest,midday,5s,176,27844,1603133.0,33883504.36017719,-98093.74973042327,33981598.10990761
rest,midday,5s,177,25837,1478720.0,33182793.737951145,4749531.276828509,28433262.461122636
rest,midday,5s,178,24427,1394994.0,38076568.47445229,5687173.522230279,32389394.952222012
rest,midday,5s,179,29330,1649181.0,31319332.736637566,-2536602.711106118,33855935.44774368
rest,midday,5s,180,33484,1953305.0,39839379.69646127,-3204757.79841309,43044137.494874366
rest,midday,5s,181,28354,1650407.0,41002236.80914982,-11326309.401522528,52328546.21067235
rest,midday,5s,182,27913,1626135.0,39765272.39091694,1346241.7731854054,38419030.617731534
rest,midday,5s,183,35869,2089787.0,42053398.61035544,-7283454.807530932,49336853.41788637
rest,midday,5s,184,35918,2156607.0,53143120.30124859,81806.3591344119,53061313.94211417
rest,midday,5s,185,34793,2064097.0,51223301.75163113,-25118387.57873392,76341689.33036508
rest,open,1s,114,27253,2913182.0,385907271.01838213,54487543.325172156,331419727.69321007
rest,open,1s,115,33652,2982715.0,307249429.58533424,106633669.84491344,200615759.74042085
rest,open,1s,116,28772,2490864.0,137095389.6214435,-21695921.663883958,158791311.28532746
rest,open,1s,117,29775,2511029.0,121160688.60729297,16073155.009226877,105087533.5980661
rest,open,1s,118,28985,2365710.0,136175543.37856212,55954096.61893427,80221446.7596279
rest,open,1s,119,24986,2036545.0,131564166.39915313,58060511.15048445,73503655.24866877
rest,open,30s,114,27253,2913182.0,385907271.0183822,-56531166.71089165,442438437.7292738
rest,open,30s,115,33652,2982715.0,307249429.58533436,63469791.35307095,243779638.23226336
rest,open,30s,116,28772,2490864.0,137095389.6214435,-25896729.551713962,162992119.17315742
rest,open,30s,117,29775,2511029.0,121160688.60729298,11882760.364048937,109277928.24324404
rest,open,30s,118,28985,2365710.0,136175543.37856215,51749747.782854795,84425795.59570737
rest,open,30s,119,24986,2036545.0,131564166.39915311,43426670.60969052,88137495.78946267
rest,open,5s,114,27253,2913182.0,385907271.0183821,-23821889.31907147,409729160.3374537
rest,open,5s,115,33652,2982715.0,307249429.58533424,74493837.1489973,232755592.43633693
rest,open,5s,116,28772,2490864.0,137095389.6214435,-17238573.380655944,154333963.00209945
rest,open,5s,117,29775,2511029.0,121160688.60729298,9485398.609091703,111675289.99820127
rest,open,5s,118,28985,2365710.0,136175543.37856212,52891841.53849938,83283701.84006277
rest,open,5s,119,24986,2036545.0,131564166.39915311,55411151.113940276,76153015.2852129
top100,close,1s,186,11227,2837070.0,76131019.61396126,4855760.987747999,71275258.62621331
top100,close,1s,187,11015,3393366.0,92155155.71150868,-19356505.0494668,111511660.76097548
top100,close,1s,188,11736,3704206.0,123934500.7770339,6445298.967874203,117489201.80915971
top100,close,1s,189,15306,4638145.0,234759996.22344965,-7528671.352817262,242288667.57626602
top100,close,1s,190,22433,6398885.0,157365290.42859048,11488322.710962176,145876967.71762833
top100,close,1s,191,40269,14064330.0,540863645.0101411,-43506043.20334052,584369688.21348
top100,close,30s,186,11227,2837070.0,76131019.61396125,-18356698.358595673,94487717.972557
top100,close,30s,187,11015,3393366.0,92155155.71150866,-142802381.1660901,234957536.87759906
top100,close,30s,188,11736,3704206.0,123934500.77703393,-183715671.0161679,307650171.7932017
top100,close,30s,189,15306,4638145.0,234759996.2234497,-6301590.369481611,241061586.59293064
top100,close,30s,190,22433,6398885.0,157365290.4285905,-18886192.066658437,176251482.49524888
top100,close,30s,191,40269,14064330.0,540863645.010142,340118217.0827168,200745427.92741925
top100,close,5s,186,11227,2837070.0,76131019.61396126,-1735536.6152088472,77866556.22917013
top100,close,5s,187,11015,3393366.0,92155155.71150866,-44754582.83971355,136909738.5512223
top100,close,5s,188,11736,3704206.0,123934500.77703388,-77401752.59009227,201336253.36712617
top100,close,5s,189,15306,4638145.0,234759996.2234497,-57230390.23698629,291990386.4604344
top100,close,5s,190,22433,6398885.0,157365290.42859054,-3067763.5744284345,160433054.00301898
top100,close,5s,191,40269,14064330.0,540863645.010142,284353160.22902024,256510484.78112474
top100,midday,1s,120,20268,4663236.0,100238814.85251641,4139744.175778072,96099070.67673841
top100,midday,1s,121,17192,4455803.0,106478146.39997123,5665873.864748252,100812272.53522299
top100,midday,1s,122,25112,6251835.0,83750657.29578713,-20513713.350408036,104264370.64619528
top100,midday,1s,123,19685,5510284.0,95924408.3003759,1603970.2957571098,94320438.0046188
top100,midday,1s,124,16272,4421710.0,98152881.43771586,-40299114.11757054,138451995.55528638
top100,midday,1s,125,15156,4268230.0,92487195.01674691,16506732.01406868,75980463.00267828
top100,midday,1s,126,14361,3955315.0,91933686.6064881,15682215.121419962,76251471.48506817
top100,midday,1s,127,14733,4821889.0,272047769.2311213,162699435.3449402,109348333.8861812
top100,midday,1s,128,14170,3851148.0,85860772.6345692,19649325.561549127,66211447.073020145
top100,midday,1s,129,11636,3279410.0,85200444.99211746,-3391397.744418763,88591842.73653626
top100,midday,1s,130,10942,2889187.0,56234854.97928977,495930.9817609367,55738923.99752882
top100,midday,1s,131,11941,3387662.0,67917358.92192245,-5819680.992171539,73737039.91409394
top100,midday,1s,132,11984,3628278.0,50883922.311709344,-15267734.83079974,66151657.14250909
top100,midday,1s,133,11329,2540813.0,35890992.683737904,-1519224.0522365987,37410216.73597452
top100,midday,1s,134,10476,2874482.0,49540205.320549965,-17586820.55443364,67127025.87498355
top100,midday,1s,135,10293,2472797.0,46819309.441244856,-14074425.76500978,60893735.20625461
top100,midday,1s,136,10209,2992733.0,69476576.70703241,630878.5125261857,68845698.19450627
top100,midday,1s,137,9054,2258257.0,50168168.271675706,2554029.288785117,47614138.98289059
top100,midday,1s,138,9823,2667806.0,47547575.514061205,-7425377.660917262,54972953.17497844
top100,midday,1s,139,9122,2414231.0,52895640.467955135,3980789.393083323,48914851.07487182
top100,midday,1s,140,9457,2614105.0,92297233.52431859,7738487.05912427,84558746.46519442
top100,midday,1s,141,9092,2702170.0,49844384.50051041,-11627601.68548323,61471986.18599365
top100,midday,1s,142,8318,2100574.0,50680995.575470254,-6345277.717234579,57026273.292704865
top100,midday,1s,143,8186,1858439.0,39900950.08596151,-8971493.911010142,48872443.99697165
top100,midday,1s,144,8436,2363402.0,70058588.33188938,-44715035.278676406,114773623.61056581
top100,midday,1s,145,8883,2345601.0,178852402.62509266,-70760256.18606223,249612658.81115428
top100,midday,1s,146,8127,2136723.0,38409138.64479371,-9651933.721536988,48061072.36633078
top100,midday,1s,147,9000,2417753.0,63873368.41742084,-5043268.8578827735,68916637.27530362
top100,midday,1s,148,9058,2265660.0,44881191.84374176,1777250.78385378,43103941.05988799
top100,midday,1s,149,8528,2473806.0,55421303.16241324,-1134018.4536538494,56555321.616067134
top100,midday,1s,150,9210,2727027.0,47627348.2143234,-10416909.529765246,58044257.74408866
top100,midday,1s,151,9156,2645909.0,54026738.36976709,-14760834.538144281,68787572.90791146
top100,midday,1s,152,7123,1756503.0,27417385.291819796,-6932186.3684048215,34349571.66022458
top100,midday,1s,153,7469,1840966.0,33448526.644505903,-458670.5009816191,33907197.14548754
top100,midday,1s,154,7885,1965534.0,40125310.845799,-1236120.8313138161,41361431.67711279
top100,midday,1s,155,8232,1833875.0,32089188.4711764,-6560419.088205092,38649607.559381485
top100,midday,1s,156,10074,2832894.0,46478756.21972594,-10813120.066485398,57291876.2862114
top100,midday,1s,157,8845,2160228.0,35926257.51433784,-1930411.2007589578,37856668.71509676
top100,midday,1s,158,9641,2957385.0,62828428.696612105,-780763.129748445,63609191.826360434
top100,midday,1s,159,8740,2259036.0,41696325.83455667,-4759228.315844761,46455554.15040145
top100,midday,1s,160,7853,2189504.0,47208206.62195911,-9122439.292691898,56330645.91465099
top100,midday,1s,161,10313,2555223.0,177442476.30285326,41275419.7008382,136167056.6020157
top100,midday,1s,162,7553,1703170.0,35062215.27812697,-1083729.6690295655,36145944.94715655
top100,midday,1s,163,8719,1951347.0,52828128.53109241,28158696.974442307,24669431.55665014
top100,midday,1s,164,6253,1442648.0,40572665.43582764,-8310925.377909051,48883590.81373672
top100,midday,1s,165,7346,1795976.0,22093141.38420479,-4907203.677155668,27000345.061360467
top100,midday,1s,166,6830,1772184.0,41439762.51794366,-57200125.987601124,98639888.50554478
top100,midday,1s,167,7485,1781140.0,21673648.74326188,-4328862.966389424,26002511.70965131
top100,midday,1s,168,10027,2386126.0,38087900.25614698,6676472.597340375,31411427.658806577
top100,midday,1s,169,7662,1992569.0,65638736.68152199,6644497.843078026,58994238.83844395
top100,midday,1s,170,8376,2034126.0,37062898.0063806,-5509058.570050206,42571956.57643087
top100,midday,1s,171,5845,1360231.0,24000971.23232378,-2396725.4653621246,26397696.6976859
top100,midday,1s,172,8254,2109036.0,52569358.89404373,-30573668.610429134,83143027.50447287
top100,midday,1s,173,8233,1746845.0,26139289.048600007,-1392155.4141308449,27531444.462730817
top100,midday,1s,174,8187,1916389.0,53886264.70858753,-1123236.5914614585,55009501.300049216
top100,midday,1s,175,7424,1946119.0,32905709.100324024,-13064106.092319524,45969815.19264356
top100,midday,1s,176,7337,1765248.0,34889318.44551901,4768210.340975042,30121108.104543958
top100,midday,1s,177,7102,1994590.0,37645659.38950184,6235131.838492295,31410527.55100953
top100,midday,1s,178,6901,1499671.0,31883663.416252755,-8143192.618529556,40026856.034782305
top100,midday,1s,179,8628,2222724.0,38981486.738971084,2727759.0679739863,36253727.670997106
top100,midday,1s,180,9349,2718634.0,53396483.61947803,-21888142.357383803,75284625.97686182
top100,midday,1s,181,7800,2176257.0,34238947.17717288,-11577573.573880486,45816520.75105336
top100,midday,1s,182,7370,1922525.0,48971869.998301655,2488481.0865710676,46483388.91173059
top100,midday,1s,183,8879,2529705.0,84926724.69071387,10944049.212609954,73982675.47810392
top100,midday,1s,184,8532,2491114.0,66208924.138226785,-19137680.232156068,85346604.3703829
top100,midday,1s,185,8898,2415781.0,92690768.937554,-11314051.15415586,104004820.09170991
top100,midday,30s,120,20268,4663236.0,100238814.85251644,-63370316.124683775,163609130.9772002
top100,midday,30s,121,17192,4455803.0,106478146.39997125,-27305973.85874533,133784120.25871657
top100,midday,30s,122,25112,6251835.0,83750657.2957871,14400596.638176104,69350060.65761112
top100,midday,30s,123,19685,5510284.0,95924408.30037588,-114116915.29023558,210041323.59061155
top100,midday,30s,124,16272,4421710.0,98152881.43771587,-78862989.08043341,177015870.51814926
top100,midday,30s,125,15156,4268230.0,92487195.01674691,-57431907.79322052,149919102.8099674
top100,midday,30s,126,14361,3955315.0,91933686.60648811,-1077742.462419342,93011429.06890741
top100,midday,30s,127,14733,4821889.0,272047769.2311215,-16180884.983030638,288228654.2141509
top100,midday,30s,128,14170,3851148.0,85860772.63456914,-94019620.0815754,179880392.7161444
top100,midday,30s,129,11636,3279410.0,85200444.9921175,-34651449.47994953,119851894.47206703
top100,midday,30s,130,10942,2889187.0,56234854.97928976,-26463100.237660427,82697955.21695016
top100,midday,30s,131,11941,3387662.0,67917358.92192245,-79703111.40405108,147620470.32597348
top100,midday,30s,132,11984,3628278.0,50883922.31170934,-15958954.515827067,66842876.827536404
top100,midday,30s,133,11329,2540813.0,35890992.68373793,-81827478.95220572,117718471.63594367
top100,midday,30s,134,10476,2874482.0,49540205.32054996,-44124208.61899309,93664413.93954307
top100,midday,30s,135,10293,2472797.0,46819309.44124486,-41363842.561017424,88183152.00226228
top100,midday,30s,136,10209,2992733.0,69476576.70703243,10076619.274644509,59399957.432387955
top100,midday,30s,137,9054,2258257.0,50168168.271675706,-20867418.24744486,71035586.51912059
top100,midday,30s,138,9823,2667806.0,47547575.51406118,-12796109.778704653,60343685.29276583
top100,midday,30s,139,9122,2414231.0,52895640.46795514,-28248986.920775477,81144627.38873059
top100,midday,30s,140,9457,2614105.0,92297233.5243186,-134344001.1289596,226641234.65327844
top100,midday,30s,141,9092,2702170.0,49844384.50051042,-45195679.48046692,95040063.9809774
top100,midday,30s,142,8318,2100574.0,50680995.57547025,-13080365.652412342,63761361.227882646
top100,midday,30s,143,8186,1858439.0,39900950.08596151,-14621956.2619581,54522906.34791958
top100,midday,30s,144,8436,2363402.0,70058588.33188936,-58548209.06219728,128606797.39408657
top100,midday,30s,145,8883,2345601.0,178852402.62509272,-21459843.40920468,200312246.03429607
top100,midday,30s,146,8127,2136723.0,38409138.64479371,-33575787.39013446,71984926.03492825
top100,midday,30s,147,9000,2417753.0,63873368.41742082,-18013846.677998655,81887215.09541951
top100,midday,30s,148,9058,2265660.0,44881191.84374176,-57470034.05560906,102351225.8993509
top100,midday,30s,149,8528,2473806.0,55421303.16241325,-19424643.15322975,74845946.31564301
top100,midday,30s,150,9210,2727027.0,47627348.2143234,3607868.1533530075,44019480.06097045
top100,midday,30s,151,9156,2645909.0,54026738.369767085,-36993672.676997565,91020411.04676458
top100,midday,30s,152,7123,1756503.0,27417385.291819796,-12611225.959123638,40028611.25094341
top100,midday,30s,153,7469,1840966.0,33448526.644505903,-2024353.8484649465,35472880.492970884
top100,midday,30s,154,7885,1965534.0,40125310.845799,-58431.71487027359,40183742.56066927
top100,midday,30s,155,8232,1833875.0,32089188.4711764,-18024438.037078217,50113626.508254595
top100,midday,30s,156,10074,2832894.0,46478756.21972594,-98834505.0891054,145313261.30883148
top100,midday,30s,157,8845,2160228.0,35926257.51433784,-32710379.91769353,68636637.43203144
top100,midday,30s,158,9641,2957385.0,62828428.6966121,-63198781.90579613,126027210.60240832
top100,midday,30s,159,8740,2259036.0,41696325.83455668,-10426583.68991084,52122909.52446755
top100,midday,30s,160,7853,2189504.0,47208206.62195912,-41782219.04030214,88990425.66226122
top100,midday,30s,161,10313,2555223.0,177442476.30285317,-36024586.434956595,213467062.73781195
top100,midday,30s,162,7553,1703170.0,35062215.27812697,-794499.4483996492,35856714.726526655
top100,midday,30s,163,8719,1951347.0,52828128.531092435,-3111822.514453373,55939951.04554577
top100,midday,30s,164,6253,1442648.0,40572665.43582765,-22765952.36746221,63338617.80328989
top100,midday,30s,165,7346,1795976.0,22093141.38420479,-6924510.133328345,29017651.51753315
top100,midday,30s,166,6830,1772184.0,41439762.51794366,-56645248.50739286,98085011.02533649
top100,midday,30s,167,7485,1781140.0,21673648.74326188,-20359673.9297576,42033322.6730195
top100,midday,30s,168,10027,2386126.0,38087900.25614698,-66777868.16534105,104865768.42148805
top100,midday,30s,169,7662,1992569.0,65638736.681522,-52145052.88141301,117783789.56293492
top100,midday,30s,170,8376,2034126.0,37062898.0063806,-5812090.741022708,42874988.74740327
top100,midday,30s,171,5845,1360231.0,24000971.23232378,-17155991.39903917,41156962.63136294
top100,midday,30s,172,8254,2109036.0,52569358.89404373,-83338882.0199009,135908240.91394478
top100,midday,30s,173,8233,1746845.0,26139289.048600003,-13720466.126055857,39859755.17465585
top100,midday,30s,174,8187,1916389.0,53886264.70858759,-19891484.490854677,73777749.19944207
top100,midday,30s,175,7424,1946119.0,32905709.10032403,-54558497.93816588,87464207.03848986
top100,midday,30s,176,7337,1765248.0,34889318.44551901,7897842.950653462,26991475.494865544
top100,midday,30s,177,7102,1994590.0,37645659.38950184,-15602649.757595858,53248309.14709768
top100,midday,30s,178,6901,1499671.0,31883663.41625276,-11654630.419291709,43538293.83554447
top100,midday,30s,179,8628,2222724.0,38981486.73897109,-18977672.086964436,57959158.825935505
top100,midday,30s,180,9349,2718634.0,53396483.61947804,-167038850.74770167,220435334.3671796
